0.369999, 7000
-0.139999, 2900
0.959999, 26200
5.19, 2500
0.139999, 29800
0.260002, 100
3.60001, 40400
1.26999, 48100
1.04001, 44300
-0.0200005, 46300
-0.0500031, 11400
5.34999, 16900
0.529999, 38000
3.67, 23100
0.889999, 23400
0.549999, 20100
1.68001, 31800
0.409996, 3900
-0.75, 13100
0.45, 27100
3.17999, 49000
-0.470001, 11100
0.210001, 36300
0.619995, 26400
-1.68001, 15700
0.109999, 40000
-0.209999, 8800
0.540001, 36700
0.220001, 22500
0.779999, 11200
1.24001, 39100
0.93, 7600
2.94, 43000
-5.97, 23100
3.82001, 28900
0.310001, 21100
-2.14001, 49000
-0.369995, 40000
0.83, 700
0.110001, 21600
3.23, 1400
4.82001, 45800
0.410002, 28500
2.1, 32200
0.759995, 32100
1.48, 11000
0.639999, 25800
7.5, 3700
1.82001, 27600
4.19, 45900
-0.390003, 29700
0.920013, 37200
0.900002, 9900
1.41, 18000
1.97998, 28300
0.840004, 10900
-0.400002, 31200
1.26, 21700
1.31001, 40500
1.9, 38600
0.260002, 44500
0.189995, 18300
5.38, 47400
6.90002, 42900
0.610001, 32000
0.910004, 33200
0.68, 3300
0.0399971, 20400
1.28003, 11100
0.959999, 1400
1.51, 42200
12.03, 25000
1.11, 49900
2.85001, 23400
0.619999, 300
0.520004, 24500
19.82, 7600
3.25, 46700
-1.17999, 37000
2.8, 19800
2.01, 29100
38.7, 35900
1.93, 38800
0.47, 35300
0.739998, 17800
-0.150009, 40600
1.21999, 5800
-0.59, 36100
4.69, 21900
-0.1, 16100
1.57, 20700
0.899994, 8600
5.18002, 10100
0.669998, 1000
3.39, 11500
-0.66, 17900
1.53001, 27500
1.17, 45500
5.23999, 18700
41.2998, 18400
0.0999994, 29200
0.51, 13200
0.450001, 4000
2.74001, 19600
0.650002, 13900
2.78003, 10500
0.299999, 37300
1.22, 5900
0.650002, 34300
1.99, 14800
0.450005, 48500
0.940002, 5700
-0.909996, 23800
0.829998, 16500
0.34, 15900
3.89999, 44200
1.3, 4200
0.840004, 16900
0.140001, 40400
0.34, 34600
-0.200001, 46500
0.990005, 7500
0.189999, 3600
3.88, 13400
0.100006, 4000
2.09, 38000
0.809998, 48800
0.690002, 14600
1.68999, 45600
1.70001, 12100
2.55, 21000
1.31, 5100
3.54, 42000
0.170002, 11700
-0.190002, 34600
3.73001, 32400
9.91, 300
1.2, 18200
-0.0100002, 18800
1.7, 27900
1.72998, 48800
1.98, 9400
3, 48200
0.569992, 27900
3.55, 26600
1.76, 3800
1.7, 1300
1.05, 49400
2.85, 32500
6.57001, 49600
0.93, 31400
12.8, 20400
0.4, 22300
0.0299988, 18300
1.86, 32400
0.0400009, 5900
12.66, 1600
-1.59, 49400
0.25, 49900
2.78, 10600
1.34, 20800
4.64, 4500
0.830002, 25900
5.26001, 23400
1.87, 23400
1.08, 38300
2.31, 21300
0.830002, 25900
4.29999, 11100
0.850006, 10600
1.42, 21200
0.559998, 34700
2.92999, 43100
0.0100021, 48700
2.78, 30200
7.54999, 48200
-0.48999, 12900
2.37001, 30800
0.57, 46900
1.71, 8000
1.59, 41900
1.72, 45300
3.64999, 40800
1.81001, 21300
0.59, 30100
2.5, 37700
1.74, 17000
0.25, 14000
0.509998, 6300
11.38, 17800
5.29999, 2700
2.18999, 17700
1.27, 14000
0.860001, 38700
1.5, 48800
3.26999, 34100
-0.899994, 32600
-0.0699997, 48000
11.58, 46900
-2.60001, 30100
0.23, 1800
1.44, 44100
0.41, 42200
1.35, 39100
1.95, 2700
-0.700012, 12700
3.41, 1000
0.93, 42300
-0.0899963, 45900
0.480003, 11200
2.34999, 24400
1.34, 43500
-2.53, 49100
1.14, 42000
0.0800018, 20500
4.38, 22900
5.34998, 7400
3.39999, 48400
2.83, 10100
2.97, 39900
6.57999, 17000
2.08, 15200
4.08, 27600
0.370001, 27500
0.75, 8300
0.169998, 40300
2.84999, 26500
1.11, 17800
9.61, 3300
2.23001, 5400
0.669998, 23000
0.12, 5100
0.27, 44400
0.349998, 34600
2.79999, 42500
0.110001, 28500
0.54, 8600
1.35, 12900
-0.240005, 49500
0.970001, 14000
0.5, 39300
2.95999, 9500
3.2, 27100
0.5, 28300
-0.319992, 43900
1.14, 600
0.360001, 48500
4.44998, 32600
7.60001, 14400
0.119999, 13300
4.29, 3300
-0.509995, 31200
1.09, 24000
0.59, 12600
0.339996, 6400
0.639999, 5300
0.320007, 46900
3.79001, 28100
1.47, 2000
1.55, 6700
