1.98, 32800
0.700001, 22300
0.629997, 25100
1.18999, 9200
3.14999, 23800
-0.23999, 38700
1.03, 35900
1.45, 4700
6.57001, 34500
6.13998, 11200
2.24001, 17800
0.520004, 24600
3.50999, 27800
5.37, 38700
-0.659996, 23200
-0.200005, 21300
0.34, 2900
0.419998, 47900
1.27, 8200
2.82, 27700
0.00999451, 25600
0.770004, 2500
0.160004, 16500
8.28, 48600
0.369999, 43900
-0.00999451, 28700
-0.82, 33000
1.33, 13500
0.0600004, 31800
2.35001, 2100
1.03999, 12900
2.92, 21400
4.45999, 44200
-1.27, 32300
-2.28001, 15000
4.16, 35000
0.430023, 43700
-2.61002, 1100
-1.17, 24900
1.29, 44700
3.34998, 30900
0.75, 7900
1.42, 2800
1.38, 46400
-0.419998, 34200
0.0499954, 23700
1.51999, 45300
7.42999, 17800
4.48999, 47900
-0.110001, 20000
4.03999, 29800
8.46997, 6100
2.27, 9300
0.75, 32800
0.330002, 5900
0.740002, 17900
0.559998, 39600
0.879997, 45600
1.37, 14200
0.369999, 15300
-0.0400009, 32000
1.48, 43300
10.32, 7700
12.87, 48100
0.889999, 18000
55.1201, 45300
0.59, 12600
11.37, 29000
-0.370003, 44000
2.01001, 37200
3.10999, 9600
0.57, 29100
0.239998, 5100
0.690002, 33300
0.720001, 35000
0.880001, 16400
0.119999, 24300
0.43, 35000
0.259998, 33900
5.56, 18800
2.94, 35400
1.42999, 3300
0.710007, 25400
0.339996, 41400
0.37, 7600
0.360001, 36500
1.62, 46200
1.08, 26300
3.92, 47200
0.5, 33400
2.16, 34600
1.07, 47600
-0.610001, 8500
1.02, 2000
23.1, 24900
3.67, 11900
-0.339996, 36500
0.730003, 33400
-0.770004, 6500
2.46, 800
1.33, 5400
1.82001, 8900
36.4901, 10700
4.26999, 6100
-0.370003, 27900
0.330002, 30700
-0.220001, 24100
4.3, 43400
3.25, 24300
2.32, 37400
1.66, 19400
-0.700001, 47300
1.29, 20300
3.09, 14500
6.94, 34900
2.22, 43900
0.560001, 12000
-0.270004, 28800
0.269999, 36100
4.03, 35700
3.09, 17900
0.48, 18600
0.349998, 20200
0.509998, 30000
0.279999, 3000
4.08, 33600
1.86, 49100
-0.23, 29000
0.860001, 4900
1.21, 6500
6.19998, 49300
2.81, 41600
-0.699997, 45200
-1.10001, 5000
1.18, 38300
4.38, 46500
3.13, 19700
0.24, 45200
-1.68, 39900
-0.289993, 45600
1.35001, 30600
1.16, 13400
-0.859985, 24900
0.539993, 39700
-0.989998, 38400
-0.400002, 45000
2.36, 33600
1.31, 8800
0.66, 2600
2.07999, 1500
0.839996, 28600
0.91, 4400
1.8, 500
-0.610001, 16000
2.78, 10700
0.299995, 46700
1.72, 2900
3.69, 33300
2.41, 26000
0.82, 20300
0.87999, 24500
3.95, 15900
3.19, 38000
9, 20200
1.2, 12300
0.670002, 21500
0.0100021, 22000
6.28999, 42800
-0.210007, 40200
0.529999, 400
0.339996, 25500
-0.32, 20800
0.780006, 5900
-0.34, 100
2.03999, 24400
1.64, 15300
1, 24200
0.29, 46800
4.27, 20900
-0.209999, 44600
0.880001, 10600
3.23001, 21300
4.16, 8300
-1.35, 4800
2.36, 22100
8.73004, 12400
1.43, 18000
2.63, 17700
0.570002, 6700
2.70999, 18300
2.13, 46200
0.537001, 43700
0.57, 38500
-3.08, 45600
2.02, 21600
-2.09999, 37100
0.380001, 46700
-0.279999, 12600
3.12999, 10500
1.84, 10800
0.139999, 17600
0.0300007, 17700
-0.309998, 8800
-0.160004, 33000
1.68999, 33100
0.580002, 17100
0.620003, 5400
2.26, 32000
0.419998, 45500
0.299995, 23700
0.73999, 16500
2.77, 7700
1.35, 35700
3.39001, 12500
-3.12, 48900
0.98, 27800
-0.18, 19800
0.0999994, 37600
5.32999, 6400
6.77002, 12300
3.92, 47400
1.41, 37300
0.380005, 34500
2.65001, 50000
1.63, 26300
0.839996, 13100
0.11, 21600
-0.0800018, 10500
-0.0600014, 39200
-0.240005, 44200
0.2, 44900
1.56, 29600
4.13, 6100
0.77, 20300
-0.169998, 10500
1.63, 29500
9.11002, 15600
-0.929993, 45000
1.96, 14300
1.89999, 22600
0.810005, 28700
-0.92, 29700
15.22, 38000
